Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company,Month,Budget_Planned,Variance,Cost_Per_Click
Women 18-24,Product Launch,45 Days,Pinterest,0.01,8181.2,0.9652352238185434,12575,41930,1,Home,2022-09-26,Dwell Delight,Sep,8999.32,818.1199999999999,0.65
Men 25-34,Product Launch,60 Days,Pinterest,0.08,12146.19,1.3137923879752396,18884,62471,1,Food,2022-02-08,Dine Divine,Feb,13360.809000000001,1214.6190000000006,0.64
Men 45-60,Product Launch,15 Days,Instagram,0.11,500.0,4.35,948,4329,9,Health,2022-09-28,Elixir Essence,Sep,550.0,50.0,0.53
All Ages,Product Launch,15 Days,Twitter,0.08,3910.07,5.8,9792,30525,3,Food,2022-04-06,Dine Divine,Apr,4301.077,391.00700000000006,0.4
Men 25-34,Increase Sales,45 Days,Pinterest,0.07,8636.2,0.3110202387859751,13305,44305,1,Technology,2022-07-21,NexGen Nerds,Jul,9499.820000000002,863.6200000000008,0.65
All Ages,Increase Sales,30 Days,Twitter,0.14,7740.76,4.67,20205,61366,4,Fashion,2022-04-01,Silk & Style,Apr,8514.836000000001,774.0760000000009,0.38
Women 25-34,Product Launch,60 Days,Facebook,0.13,13311.4,7.67,35136,105595,3,Technology,2022-03-04,NexGen Nerds,Mar,14642.54,1331.1400000000012,0.38
Men 35-44,Market Expansion,45 Days,Facebook,0.02,10167.24,5.38,26812,80937,6,Food,2022-03-03,Culinary Quest,Mar,11183.964,1016.7240000000002,0.38
All Ages,Brand Awareness,45 Days,Pinterest,0.06,9459.72,1.145769960125345,14603,48533,1,Health,2022-06-25,Wellness Waves,Jun,10405.692000000001,945.9720000000016,0.65
Men 25-34,Increase Sales,30 Days,Instagram,0.04,5877.2,3.36,15165,46438,6,Fashion,2022-10-23,Runway Rebels,Oct,6464.92,587.7200000000003,0.39
Women 18-24,Increase Sales,60 Days,Twitter,0.11,11910.79,0.38,31537,94933,6,Fashion,2022-01-06,Style Sphere,Jan,13101.869000000002,1191.0790000000015,0.38
Men 45-60,Product Launch,15 Days,Instagram,0.09,1504.08,7.61,3814,12818,3,Food,2022-06-10,Gastronomy Guild,Jun,1654.488,150.40800000000013,0.39
Men 35-44,Brand Awareness,30 Days,Twitter,0.15,7448.26,4.51,19397,58975,8,Health,2022-05-04,Aura Align,May,8193.086000000001,744.8260000000009,0.38
Men 18-24,Brand Awareness,15 Days,Pinterest,0.1,705.06,0.3324699104263872,1394,5521,1,Food,2022-11-19,Nosh Nirvana,Nov,775.566,70.50600000000009,0.51
Men 18-24,Market Expansion,45 Days,Pinterest,0.14,9911.67,0.4575929949954576,15335,50916,1,Technology,2022-09-01,Gadget Giants,Sep,10902.837000000001,991.1670000000013,0.65
Men 25-34,Increase Sales,15 Days,Instagram,0.12,4100.13,4.22,10315,32073,10,Health,2022-05-23,Well Wish,May,4510.143000000001,410.01300000000083,0.4
Men 25-34,Product Launch,15 Days,Twitter,0.02,931.75,6.72,2741,9639,10,Food,2022-04-06,Palate Paradise,Apr,1024.9250000000002,93.17500000000018,0.34
Men 25-34,Market Expansion,60 Days,Facebook,0.06,12243.94,0.53,32418,97542,6,Home,2022-11-22,Cozy Corners,Nov,13468.334,1224.3940000000002,0.38
Women 35-44,Increase Sales,60 Days,Twitter,0.14,12483.97,5.52,33042,99391,3,Health,2022-12-26,Vigor Valley,Dec,13732.367,1248.3970000000008,0.38
Women 18-24,Product Launch,30 Days,Instagram,0.09,4819.98,2.24,12281,37897,4,Technology,2022-02-11,Silicon Saga,Feb,5301.978,481.9980000000005,0.39
Men 35-44,Market Expansion,45 Days,Instagram,0.11,9501.43,2.89,24984,75523,8,Health,2022-08-24,Well Wish,Aug,10451.573,950.143,0.38
All Ages,Product Launch,60 Days,Facebook,0.06,15000.0,5.82,39231,117723,6,Home,2022-02-09,Furnish Fine,Feb,16500.0,1500.0,0.38
Men 35-44,Market Expansion,15 Days,Facebook,0.06,1775.28,1.4,4381,14496,9,Fashion,2022-07-29,Glam Garments,Jul,1952.8080000000002,177.52800000000025,0.41
Men 45-60,Market Expansion,60 Days,Pinterest,0.14,12344.79,0.4969173930028797,19193,63479,1,Health,2022-07-17,Vigor Valley,Jul,13579.269000000002,1234.4790000000012,0.64
Women 25-34,Product Launch,60 Days,Facebook,0.13,12408.63,5.39,32852,98827,6,Health,2022-05-21,Well Wish,May,13649.493,1240.8630000000012,0.38
Men 45-60,Market Expansion,30 Days,Pinterest,0.08,6275.35,1.3727789849863727,9537,32037,1,Technology,2022-04-13,Tech Titans,Apr,6902.885000000001,627.5350000000008,0.66
Women 35-44,Product Launch,30 Days,Pinterest,0.05,4512.26,1.4192532735405992,6720,22862,1,Home,2022-01-10,Furnish Fine,Jan,4963.486000000001,451.22600000000057,0.67
Men 18-24,Brand Awareness,45 Days,Pinterest,0.08,8720.23,0.9509354427249354,13438,44737,1,Fashion,2022-10-04,Fiber Fashion,Oct,9592.253,872.023000000001,0.65
Men 25-34,Market Expansion,60 Days,Instagram,0.06,13816.92,4.96,36283,108990,7,Technology,2022-03-03,Pixel Pioneers,Mar,15198.612000000001,1381.692000000001,0.38
Men 25-34,Market Expansion,60 Days,Pinterest,0.03,13672.4,0.7221389452272066,21127,69774,1,Home,2022-11-04,Hearth Harmony,Nov,15039.640000000001,1367.2400000000016,0.65
All Ages,Increase Sales,60 Days,Facebook,0.15,12614.44,2.08,33385,100406,5,Health,2022-09-28,Vigor Valley,Sep,13875.884000000002,1261.4440000000013,0.38
Men 45-60,Increase Sales,15 Days,Facebook,0.09,1957.58,5.14,4804,15750,3,Technology,2022-11-19,Quantum Quirks,Nov,2153.338,195.75800000000027,0.41
Women 45-60,Market Expansion,60 Days,Facebook,0.12,15000.0,2.9,38415,115305,8,Home,2022-09-08,Nest Neat,Sep,16500.0,1500.0,0.39
Men 25-34,Market Expansion,45 Days,Pinterest,0.14,10278.64,0.7596758705979276,15920,52820,1,Fashion,2022-05-29,Vogue Visions,May,11306.504,1027.8640000000014,0.65
Women 18-24,Brand Awareness,45 Days,Facebook,0.05,10751.45,5.83,28398,85635,7,Technology,2022-11-20,Giga Geeks,Nov,11826.595000000001,1075.1450000000004,0.38
Men 25-34,Increase Sales,60 Days,Facebook,0.13,11723.07,7.93,31039,93459,7,Health,2022-03-07,Heal Hub,Mar,12895.377,1172.3070000000007,0.38
Men 25-34,Product Launch,30 Days,Facebook,0.1,4730.2,7.62,12040,37182,7,Health,2022-06-09,Pulse Point,Jun,5203.22,473.02000000000044,0.39
Men 45-60,Product Launch,15 Days,Pinterest,0.03,500.0,0.8812240098935961,1080,4500,1,Health,2022-07-18,Balance Beam,Jul,550.0,50.0,0.46
Women 45-60,Product Launch,15 Days,Facebook,0.08,3480.73,3.74,8630,27083,8,Fashion,2022-11-11,Trend Tailors,Nov,3828.8030000000003,348.0730000000003,0.4
Men 45-60,Product Launch,45 Days,Facebook,0.03,8431.37,7.32,22101,66982,10,Food,2022-11-24,Feast Flavors,Nov,9274.507000000001,843.1370000000006,0.38
Women 25-34,Brand Awareness,15 Days,Twitter,0.09,2179.4,7.87,5334,17319,10,Home,2022-01-25,Space Spruce,Jan,2397.34,217.94000000000005,0.41
Men 25-34,Increase Sales,45 Days,Twitter,0.14,10593.01,2.44,27966,84357,6,Health,2022-04-26,Fitness Front,Apr,11652.311000000002,1059.3010000000013,0.38
Men 25-34,Product Launch,30 Days,Instagram,0.06,6154.71,2.78,15916,48664,9,Food,2022-04-03,Feast Flavors,Apr,6770.1810000000005,615.4710000000005,0.39
Women 45-60,Brand Awareness,15 Days,Pinterest,0.05,2438.34,0.2180716616775227,3499,12375,1,Home,2022-05-24,Homely Haven,May,2682.1740000000004,243.8340000000003,0.7
All Ages,Increase Sales,30 Days,Facebook,0.03,6400.21,1.38,16582,50636,6,Health,2022-11-27,Fitness Front,Nov,7040.231000000001,640.0210000000006,0.39
Women 25-34,Brand Awareness,15 Days,Instagram,0.12,3866.04,1.49,9673,30172,5,Food,2022-10-20,Feast Flavors,Oct,4252.644,386.60400000000027,0.4
Men 35-44,Product Launch,30 Days,Twitter,0.06,4708.77,6.27,11981,37007,1,Health,2022-08-21,Balance Beam,Aug,5179.647000000001,470.8770000000004,0.39
All Ages,Brand Awareness,60 Days,Pinterest,0.14,13915.01,0.861561810889885,21432,70767,1,Fashion,2022-06-08,Runway Rebels,Jun,15306.511000000002,1391.501000000002,0.65
Women 18-24,Product Launch,45 Days,Facebook,0.15,8647.61,4.69,22683,68709,5,Food,2022-03-23,Nosh Nirvana,Mar,9512.371000000001,864.7610000000004,0.38
Women 25-34,Brand Awareness,60 Days,Facebook,0.06,13432.8,4.79,35424,106447,3,Food,2022-12-08,Savor Street,Dec,14776.08,1343.2800000000007,0.38
Women 25-34,Increase Sales,45 Days,Pinterest,0.08,8577.01,0.1090358308387613,13213,44006,1,Food,2022-10-19,Epicurean Edge,Oct,9434.711000000001,857.7010000000009,0.65
Men 18-24,Increase Sales,60 Days,Facebook,0.06,11499.12,6.84,30436,91673,9,Fashion,2022-12-02,Glam Garments,Dec,12649.032000000001,1149.9120000000003,0.38
Men 45-60,Product Launch,30 Days,Facebook,0.11,4753.49,5.87,12097,37352,2,Technology,2022-11-24,Pixel Pioneers,Nov,5228.839,475.34900000000016,0.39
Men 25-34,Increase Sales,45 Days,Facebook,0.11,10342.0,3.95,27282,82329,2,Fashion,2022-06-22,Chic Couture,Jun,11376.2,1034.2000000000007,0.38
Women 35-44,Brand Awareness,60 Days,Facebook,0.09,12767.26,0.17,33787,101597,3,Food,2022-09-07,Dine Divine,Sep,14043.986,1276.7260000000006,0.38
All Ages,Market Expansion,60 Days,Twitter,0.11,14825.27,4.76,38160,114552,2,Health,2022-05-14,Well Wish,May,16307.797000000002,1482.5270000000019,0.39
Men 45-60,Increase Sales,60 Days,Instagram,0.02,12185.08,0.8,32261,97077,7,Technology,2022-07-20,NexGen Nerds,Jul,13403.588000000002,1218.5080000000016,0.38
Men 25-34,Product Launch,30 Days,Pinterest,0.11,5357.96,0.6560024576692693,8072,27266,1,Health,2022-07-10,Well Wish,Jul,5893.756,535.7960000000003,0.66
Women 18-24,Increase Sales,30 Days,Facebook,0.02,5850.46,6.45,15087,46209,10,Health,2022-07-28,Heal Hub,Jul,6435.506,585.0460000000003,0.39
Women 18-24,Increase Sales,45 Days,Instagram,0.02,8215.91,7.83,21504,65217,9,Technology,2022-08-26,Gadget Giants,Aug,9037.501,821.5910000000003,0.38
Women 25-34,Market Expansion,15 Days,Twitter,0.05,1052.82,3.6,2959,10286,8,Health,2022-02-15,Pulse Point,Feb,1158.102,105.28200000000015,0.36
Women 35-44,Product Launch,60 Days,Twitter,0.03,15000.0,0.08,38797,116438,10,Home,2022-05-30,Furnish Fine,May,16500.0,1500.0,0.39
Women 25-34,Brand Awareness,30 Days,Pinterest,0.03,5511.0,1.2440809551439005,8317,28062,1,Technology,2022-07-30,Code Crafters,Jul,6062.1,551.1000000000004,0.66
Men 25-34,Market Expansion,60 Days,Pinterest,0.05,11921.0,0.6309778407554552,18539,61347,1,Health,2022-07-20,Fitness Front,Jul,13113.1,1192.1000000000004,0.64
Women 45-60,Product Launch,45 Days,Instagram,0.03,7998.82,1.85,20910,63457,2,Fashion,2022-03-10,Trend Tailors,Mar,8798.702000000001,799.8820000000014,0.38
Men 45-60,Market Expansion,30 Days,Facebook,0.11,4408.63,2.88,11160,34577,9,Fashion,2022-08-15,Vogue Visions,Aug,4849.493,440.8630000000003,0.4
Women 45-60,Product Launch,60 Days,Twitter,0.05,13127.35,5.91,34693,104282,9,Fashion,2022-03-16,Style Sphere,Mar,14440.085000000001,1312.7350000000006,0.38
Women 45-60,Brand Awareness,15 Days,Twitter,0.05,1927.95,7.02,4729,15528,9,Home,2022-12-27,Nest Neat,Dec,2120.7450000000003,192.7950000000003,0.41
Women 18-24,Market Expansion,45 Days,Facebook,0.13,7872.23,5.56,20561,62423,7,Food,2022-03-06,Epicurean Edge,Mar,8659.453,787.223,0.38
Men 45-60,Product Launch,30 Days,Twitter,0.1,7214.7,4.76,18782,57154,10,Home,2022-11-24,Dwell Delight,Nov,7936.17,721.4700000000003,0.38
Women 18-24,Product Launch,45 Days,Facebook,0.12,10687.52,3.1,28230,85139,2,Home,2022-03-24,Furnish Fine,Mar,11756.272,1068.7520000000004,0.38
Men 35-44,Product Launch,60 Days,Instagram,0.02,13256.89,0.47,35008,105215,9,Home,2022-06-03,Space Spruce,Jun,14582.579,1325.6890000000003,0.38
All Ages,Product Launch,30 Days,Pinterest,0.05,6462.78,1.1958191939529732,9834,33004,1,Technology,2022-04-14,NexGen Nerds,Apr,7109.058,646.2780000000002,0.66
Men 18-24,Product Launch,30 Days,Facebook,0.09,5643.04,0.23,14526,44547,4,Home,2022-01-11,Domestic Dream,Jan,6207.344,564.3040000000001,0.39
All Ages,Brand Awareness,45 Days,Facebook,0.13,10334.11,6.19,27258,82259,5,Food,2022-03-13,Savor Street,Mar,11367.521000000002,1033.4110000000019,0.38
Women 18-24,Market Expansion,30 Days,Pinterest,0.11,6239.38,0.6113156417517441,9480,31848,1,Food,2022-03-26,Dine Divine,Mar,6863.318000000001,623.938000000001,0.66
Men 45-60,Increase Sales,60 Days,Facebook,0.11,15000.0,2.94,39291,117902,10,Health,2022-07-08,Fitness Front,Jul,16500.0,1500.0,0.38
All Ages,Market Expansion,60 Days,Facebook,0.08,12965.75,7.99,34286,103077,9,Food,2022-10-06,Culinary Quest,Oct,14262.325,1296.5750000000007,0.38
Women 35-44,Brand Awareness,45 Days,Pinterest,0.13,9894.83,0.577353661654425,15312,50839,1,Food,2022-06-28,Palate Paradise,Jun,10884.313,989.4830000000002,0.65
Men 18-24,Brand Awareness,15 Days,Twitter,0.15,4116.37,7.3,10361,32209,10,Food,2022-11-27,Bistro Bliss,Nov,4528.0070000000005,411.6370000000006,0.4
Men 45-60,Brand Awareness,45 Days,Twitter,0.13,10249.66,0.39,27034,81595,2,Health,2022-11-06,Heal Hub,Nov,11274.626,1024.9660000000003,0.38
Men 45-60,Product Launch,45 Days,Instagram,0.03,10842.07,1.34,28643,86360,4,Food,2022-11-09,Dine Divine,Nov,11926.277,1084.2070000000003,0.38
Women 35-44,Product Launch,60 Days,Pinterest,0.06,15000.0,1.2226312835034885,23063,76079,1,Home,2022-04-06,Decor Dreams,Apr,16500.0,1500.0,0.65
All Ages,Market Expansion,45 Days,Pinterest,0.09,9202.0,1.0903583083876138,14198,47212,1,Fashion,2022-05-15,Vogue Visions,May,10122.2,920.2000000000007,0.65
Men 35-44,Market Expansion,45 Days,Pinterest,0.1,9843.39,1.151132378035448,15232,50581,1,Fashion,2022-02-04,Glam Garments,Feb,10827.729,984.3389999999999,0.65
Women 45-60,Market Expansion,30 Days,Facebook,0.1,7448.26,1.69,19397,58975,7,Technology,2022-09-11,Cyber Circuit,Sep,8193.086000000001,744.8260000000009,0.38
Men 18-24,Product Launch,15 Days,Pinterest,0.14,1603.67,0.9920473133690584,2359,8664,1,Health,2022-06-29,Vital Vigor,Jun,1764.0370000000003,160.3670000000002,0.68
Women 25-34,Increase Sales,30 Days,Instagram,0.11,4999.97,5.41,12772,39351,2,Technology,2022-04-28,Code Crafters,Apr,5499.967000000001,499.9970000000003,0.39
Women 25-34,Product Launch,15 Days,Instagram,0.02,3463.8,1.54,8587,26956,10,Health,2022-08-21,Well Wish,Aug,3810.1800000000003,346.3800000000001,0.4
Women 25-34,Product Launch,60 Days,Pinterest,0.12,15000.0,1.0885708357509127,23383,77122,1,Fashion,2022-09-24,Style Sphere,Sep,16500.0,1500.0,0.64
Women 25-34,Increase Sales,45 Days,Pinterest,0.03,9368.53,1.3030675521550337,14455,48050,1,Health,2022-09-15,Fitness Front,Sep,10305.383000000002,936.853000000001,0.65
Men 18-24,Product Launch,30 Days,Twitter,0.12,6318.16,2.28,16361,49981,2,Home,2022-02-10,Domestic Dream,Feb,6949.976000000001,631.8160000000007,0.39
Men 18-24,Brand Awareness,30 Days,Twitter,0.13,6675.95,3.34,17311,52796,3,Food,2022-08-05,Bistro Bliss,Aug,7343.545,667.5950000000003,0.39
Men 18-24,Increase Sales,60 Days,Pinterest,0.11,13034.39,0.2502461691381408,20240,66887,1,Technology,2022-09-28,Cyber Circuit,Sep,14337.829,1303.4390000000003,0.64
All Ages,Product Launch,30 Days,Instagram,0.09,4801.46,6.29,12229,37743,3,Fashion,2022-12-12,Fiber Fashion,Dec,5281.606000000001,480.14600000000064,0.39
Women 25-34,Product Launch,30 Days,Twitter,0.14,5170.91,0.2,13250,40767,9,Technology,2022-01-01,Quantum Quirks,Jan,5688.001,517.0910000000003,0.39
All Ages,Market Expansion,45 Days,Twitter,0.1,11074.83,0.07,29279,88245,2,Food,2022-02-16,Culinary Quest,Feb,12182.313,1107.4830000000002,0.38
Women 18-24,Brand Awareness,45 Days,Instagram,0.13,8351.74,0.87,21877,66321,6,Health,2022-05-27,Fitness Front,May,9186.914,835.1740000000009,0.38
Men 45-60,Brand Awareness,60 Days,Twitter,0.05,11768.78,7.85,31169,93842,7,Fashion,2022-10-01,Silk & Style,Oct,12945.658000000001,1176.8780000000006,0.38
Women 25-34,Market Expansion,30 Days,Facebook,0.1,5871.15,1.72,15147,46387,4,Health,2022-07-17,Pulse Point,Jul,6458.265,587.1150000000007,0.39
Women 45-60,Increase Sales,45 Days,Twitter,0.13,7997.3,5.52,20905,63442,3,Food,2022-07-07,Dine Divine,Jul,8797.03,799.7300000000005,0.38
Women 25-34,Brand Awareness,15 Days,Pinterest,0.09,500.0,1.17258204967586,774,3504,1,Home,2022-12-30,Cozy Corners,Dec,550.0,50.0,0.65
Women 35-44,Market Expansion,45 Days,Pinterest,0.07,10188.07,0.8186624676090609,15778,52356,1,Health,2022-10-24,Fitness Front,Oct,11206.877,1018.8070000000007,0.65
Men 18-24,Product Launch,45 Days,Twitter,0.1,11144.29,6.87,29470,88811,6,Home,2022-07-21,Cozy Corners,Jul,12258.719000000003,1114.429000000002,0.38
All Ages,Increase Sales,60 Days,Instagram,0.06,12426.62,1.63,32895,98956,8,Fashion,2022-01-30,Attire Artistry,Jan,13669.282000000003,1242.662000000002,0.38
Women 35-44,Increase Sales,15 Days,Facebook,0.05,1696.02,3.99,4213,13998,10,Home,2022-07-18,Living Luxe,Jul,1865.622,169.6020000000001,0.4
Women 35-44,Increase Sales,60 Days,Twitter,0.05,13567.09,5.87,35738,107376,9,Technology,2022-05-09,Tech Titans,May,14923.799,1356.7090000000007,0.38
All Ages,Market Expansion,60 Days,Pinterest,0.03,13539.5,1.0885708357509127,20952,69205,1,Health,2022-09-15,Fitness Front,Sep,14893.45,1353.9500000000007,0.65
Men 25-34,Market Expansion,60 Days,Facebook,0.05,12178.1,5.08,32241,97019,7,Home,2022-07-03,Decor Dreams,Jul,13395.910000000002,1217.8100000000013,0.38
Men 35-44,Increase Sales,15 Days,Pinterest,0.04,1007.46,0.2430962785913368,1688,6480,1,Fashion,2022-11-13,Style Sphere,Nov,1108.2060000000001,100.7460000000001,0.6
Men 45-60,Market Expansion,60 Days,Twitter,0.05,12867.71,0.92,34043,102357,2,Fashion,2022-01-11,Attire Artistry,Jan,14154.481,1286.7710000000006,0.38
Women 35-44,Market Expansion,15 Days,Instagram,0.15,500.0,1.15,552,3156,8,Home,2022-04-18,Hearth Harmony,Apr,550.0,50.0,0.91
Men 25-34,Market Expansion,30 Days,Pinterest,0.15,6236.0,1.0689086367472018,9474,31832,1,Home,2022-02-26,Hearth Harmony,Feb,6859.6,623.6000000000004,0.66
Women 45-60,Product Launch,15 Days,Pinterest,0.03,2431.57,1.3084299700651367,3489,12342,1,Health,2022-04-15,Aura Align,Apr,2674.7270000000003,243.15700000000015,0.7
Men 18-24,Market Expansion,45 Days,Twitter,0.13,10891.73,6.78,28779,86764,5,Technology,2022-02-09,Cyber Circuit,Feb,11980.903,1089.1730000000007,0.38
Women 45-60,Market Expansion,30 Days,Twitter,0.12,7671.23,5.92,20010,60790,6,Food,2022-07-24,Bistro Bliss,Jul,8438.353000000001,767.1230000000014,0.38
Men 35-44,Product Launch,15 Days,Facebook,0.04,3965.37,1.01,9943,30970,4,Food,2022-02-14,Dine Divine,Feb,4361.907,396.53700000000026,0.4
Men 45-60,Market Expansion,45 Days,Pinterest,0.05,8664.84,0.6417026765756613,13350,44451,1,Food,2022-08-09,Palate Paradise,Aug,9531.324,866.4840000000004,0.65
Men 45-60,Product Launch,15 Days,Pinterest,0.04,1376.49,1.0814209452041088,2090,7789,1,Fashion,2022-10-23,Runway Rebels,Oct,1514.1390000000001,137.64900000000011,0.66
Women 18-24,Product Launch,60 Days,Instagram,0.08,14176.89,5.61,37035,111219,9,Food,2022-05-26,Nosh Nirvana,May,15594.579,1417.6890000000003,0.38
Men 45-60,Increase Sales,30 Days,Facebook,0.03,4502.56,3.64,11415,35332,7,Food,2022-10-17,Culinary Quest,Oct,4952.816000000001,450.2560000000003,0.39
Women 18-24,Market Expansion,15 Days,Pinterest,0.06,2903.33,0.7239264178639075,4183,14603,1,Food,2022-03-24,Palate Paradise,Mar,3193.663,290.3330000000001,0.69
Women 18-24,Brand Awareness,60 Days,Twitter,0.11,13222.56,6.89,34926,104973,4,Technology,2022-01-19,Innovate Infinity,Jan,14544.816,1322.2560000000012,0.38
Women 18-24,Product Launch,15 Days,Instagram,0.11,1733.34,0.46,4291,14229,4,Health,2022-03-01,Fitness Front,Mar,1906.674,173.33400000000006,0.4
Men 18-24,Brand Awareness,15 Days,Facebook,0.14,1239.41,5.74,3296,11283,1,Food,2022-09-12,Nosh Nirvana,Sep,1363.351,123.94100000000003,0.38
Men 35-44,Market Expansion,15 Days,Pinterest,0.12,500.0,0.6595774029426713,649,3096,1,Fashion,2022-04-23,Trend Tailors,Apr,550.0,50.0,0.77
Women 45-60,Increase Sales,45 Days,Pinterest,0.04,9856.58,0.4647428855422617,15254,50650,1,Technology,2022-08-29,NexGen Nerds,Aug,10842.238000000001,985.6580000000013,0.65
Men 25-34,Brand Awareness,45 Days,Instagram,0.14,8539.42,7.79,22396,67857,10,Technology,2022-02-17,Tech Titans,Feb,9393.362000000001,853.9420000000009,0.38
Women 25-34,Product Launch,15 Days,Pinterest,0.11,2280.39,0.3414072736098922,3274,11646,1,Fashion,2022-12-12,Glam Garments,Dec,2508.429,228.03900000000021,0.7
Men 45-60,Market Expansion,45 Days,Twitter,0.14,10865.92,3.67,28710,86559,1,Health,2022-08-04,Aura Align,Aug,11952.512,1086.5920000000006,0.38
Men 45-60,Brand Awareness,15 Days,Twitter,0.06,1704.09,7.13,4230,14048,10,Home,2022-09-04,Cozy Corners,Sep,1874.499,170.4090000000001,0.4
Men 45-60,Product Launch,15 Days,Twitter,0.06,533.3,2.3,2131,7832,8,Food,2022-12-26,Savor Street,Dec,586.63,53.33000000000004,0.25
Men 35-44,Increase Sales,15 Days,Instagram,0.09,500.0,4.67,1928,7230,2,Home,2022-11-19,Decor Dreams,Nov,550.0,50.0,0.26
Women 18-24,Market Expansion,15 Days,Twitter,0.04,515.98,1.44,2107,7761,3,Home,2022-07-11,Domestic Dream,Jul,567.5780000000001,51.59800000000007,0.24
Women 35-44,Product Launch,45 Days,Pinterest,0.14,10673.67,1.3155798606119409,16557,54895,1,Food,2022-06-09,Bistro Bliss,Jun,11741.037,1067.3670000000002,0.64
Women 18-24,Increase Sales,60 Days,Pinterest,0.15,13231.46,0.4522305770853546,20525,67813,1,Technology,2022-02-22,NexGen Nerds,Feb,14554.606,1323.1460000000006,0.64
Men 35-44,Increase Sales,45 Days,Facebook,0.09,8596.4,1.42,22551,68317,1,Technology,2022-03-19,Code Crafters,Mar,9456.04,859.6400000000012,0.38
Women 25-34,Brand Awareness,30 Days,Instagram,0.04,5104.77,2.88,13061,40206,6,Fashion,2022-12-01,Style Sphere,Dec,5615.247000000001,510.47700000000077,0.39
Men 18-24,Increase Sales,15 Days,Twitter,0.09,2287.3,5.16,5593,18086,6,Technology,2022-03-10,Giga Geeks,Mar,2516.03,228.73000000000002,0.41
Men 18-24,Market Expansion,45 Days,Instagram,0.1,9752.89,4.46,25685,77599,1,Fashion,2022-10-14,Mode Maven,Oct,10728.179,975.2890000000007,0.38
Women 18-24,Brand Awareness,15 Days,Twitter,0.06,1154.67,0.02,3142,10828,10,Home,2022-03-10,Decor Dreams,Mar,1270.1370000000002,115.4670000000001,0.37
Men 18-24,Market Expansion,45 Days,Facebook,0.11,8179.88,6.18,21409,64935,1,Food,2022-04-07,Palate Paradise,Apr,8997.868,817.9880000000003,0.38
Women 18-24,Market Expansion,60 Days,Twitter,0.14,12449.21,2.64,32955,99132,3,Fashion,2022-05-21,Silk & Style,May,13694.131,1244.9210000000003,0.38
Men 18-24,Market Expansion,45 Days,Twitter,0.13,7896.08,5.12,20626,62615,3,Technology,2022-08-22,Silicon Saga,Aug,8685.688,789.6080000000002,0.38
Women 35-44,Product Launch,30 Days,Pinterest,0.14,7148.57,0.6595774029426713,10924,36551,1,Food,2022-07-02,Culinary Quest,Jul,7863.427000000001,714.8570000000009,0.65
Men 18-24,Brand Awareness,15 Days,Facebook,0.05,500.0,1.45,602,3303,10,Technology,2022-02-14,Gadget Giants,Feb,550.0,50.0,0.83
All Ages,Brand Awareness,60 Days,Instagram,0.03,11520.36,6.26,30497,91853,7,Food,2022-09-24,Gourmet Grove,Sep,12672.396000000002,1152.0360000000019,0.38
All Ages,Product Launch,45 Days,Twitter,0.06,7759.42,6.9,20261,61535,8,Technology,2022-04-29,Tech Titans,Apr,8535.362000000001,775.9420000000009,0.38
Men 18-24,Brand Awareness,45 Days,Instagram,0.09,7832.68,3.82,20455,62110,6,Home,2022-11-05,Dwell Delight,Nov,8615.948,783.268,0.38
Women 18-24,Product Launch,15 Days,Facebook,0.14,1193.49,4.53,3213,11038,5,Fashion,2022-01-19,Runway Rebels,Jan,1312.8390000000002,119.34900000000016,0.37
All Ages,Market Expansion,45 Days,Twitter,0.14,8399.95,4.74,22013,66723,3,Fashion,2022-10-04,Chic Couture,Oct,9239.945000000002,839.9950000000008,0.38
All Ages,Market Expansion,60 Days,Facebook,0.07,12203.67,7.57,32311,97226,3,Food,2022-08-10,Bistro Bliss,Aug,13424.037,1220.3670000000002,0.38
All Ages,Market Expansion,30 Days,Instagram,0.15,4698.4,5.9,11953,36925,10,Food,2022-02-20,Dine Divine,Feb,5168.24,469.84000000000015,0.39
Women 25-34,Increase Sales,60 Days,Pinterest,0.02,12228.92,0.6899644377665884,19017,62903,1,Technology,2022-02-24,Silicon Saga,Feb,13451.812000000002,1222.8920000000016,0.64
Men 25-34,Increase Sales,45 Days,Pinterest,0.09,10455.87,1.110020507391325,16206,53751,1,Fashion,2022-08-13,Runway Rebels,Aug,11501.457000000002,1045.5870000000014,0.65
Men 25-34,Brand Awareness,30 Days,Facebook,0.07,4559.88,0.94,11572,35797,4,Technology,2022-09-09,Quantum Quirks,Sep,5015.868,455.9880000000003,0.39
Women 35-44,Market Expansion,45 Days,Instagram,0.15,8998.78,6.37,23624,71495,4,Home,2022-07-07,Furnish Fine,Jul,9898.658000000001,899.8780000000006,0.38
All Ages,Brand Awareness,15 Days,Instagram,0.14,2383.55,3.62,5827,18779,1,Food,2022-03-24,Palate Paradise,Mar,2621.905,238.35500000000002,0.41
Women 45-60,Product Launch,60 Days,Facebook,0.09,14003.58,4.21,36676,110155,6,Technology,2022-11-26,Cyber Circuit,Nov,15403.938000000002,1400.358000000002,0.38
Men 18-24,Product Launch,60 Days,Instagram,0.04,14007.14,0.32,36683,110176,1,Health,2022-10-04,Pulse Point,Oct,15407.854000000001,1400.7140000000018,0.38
